Code,Name,City,Latitude,Longitude
WHP,Whiteman Airport,Los Angeles,34.2593253,-118.4134331
MAE,Madera Municipal Airport,Madera,36.9886111,-120.1124444
U76,Mountain Home Municipal Airport,Mountain Home,43.1316111,-115.7305671
19A,Jackson County Airport,Jefferson,34.1758638,-83.5615972
AAF,Apalachicola Regional Airport,Apalachicola,29.7276066,-85.0274416
SGJ,St. Augustine Airport,St. Augustine,29.95925,-81.3397222
DQH,Douglas Municipal Airport,Douglas,31.4767385,-82.8605664
FRP,St Lucie County International Airport,Fort Pierce,27.497472,-80.372638
ALX,Alexandria,Alexandria,38.806346,-77.0621
TAN,Taunton Municipal Airport - King Field,Taunton,41.8744017,-71.0166453
PYM,Plymouth Municipal Airport,Plymouth,41.9090278,-70.7287778
OQU,Quonset State Airport,North Kingstown,41.5971389,-71.4121389
1B9,Mansfield Municipal,Mansfield,42.0001331,-71.1967714
OWD,Norwood Memorial Airport,Norwood,42.1905278,-71.1729444
BAF,Barnes Municipal,Westfield,42.1579472,-72.715875
IJD,Windham Airport,Willimantic,41.7440278,-72.1802222
MGJ,Orange County Airport,Montgomery,41.5099884,-74.2646444
CXY,Capital City Airport,Harrisburg,40.2171389,-76.8513611
GHG,Marshfield Municipal Airport,Marshfield,42.09825,-70.6721389
DXR,Danbury Municipal Airport,Danbury,41.3715353,-73.4821906
ASH,Boire Field Airport,Nashua,42.78175,-71.5147778
LWM,Lawrence Municipal Airport,Lawrence,42.7171944,-71.1234167
OXC,Waterbury-Oxford Airport,Oxford,41.4785556,-73.13525
FIT,Fitchburg Municipal Airport,Fitchburg,42.5541111,-71.7589722
VPC,Cartersville Airport,Cartersville,34.1231475,-84.8487067
PYP,Centre-Piedmont-Cherokee County Regional Airport,Centre,34.0899167,-85.6100833
RMG,Richard B Russell Airport,Rome,34.3507778,-85.1586667
GAD,Northeast Alabama Regional Airport,Gadsden,33.9726489,-86.0890834
DKX,Knoxville Downtown Island Airport,Knoxville,35.9638333,-83.8736667
WDR,Barrow County Airport,Winder,33.9828611,-83.6674167
JYL,Plantation Airpark,Sylvania,32.6452778,-81.5971111
DNN,Dalton Municipal Airport,Dalton,34.7229444,-84.87025
CTJ,West Georgia Regional Airport - O V Gray Field,Carrollton,33.6316964,-85.1522641
4A9,Isbell Field Airport,Fort Payne,34.4736944,-85.7213889
LGC,LaGrange-Callaway Airport,LaGrange,33.0088611,-85.0726111
MLJ,Baldwin County Airport,Milledgeville,33.154225,-83.2414139
4A4,Polk County Airport - Cornelius Moore Field,Cedartown,34.0186944,-85.1464722
PIM,Harris County Airport,Pine Mountain,32.8406944,-84.8824444
FFC,Atlanta Regional Airport - Falcon Field,Atlanta,33.35725,-84.5718333
9A1,Covington Municipal Airport,Covington,33.6323083,-83.8474472
GVL,Lee Gilmer Memorial Airport,Gainesville,34.272627,-83.8302233
54J,DeFuniak Springs Airport,DeFuniak Springs,30.7311111,-86.1537778
9A5,Barwick Lafayette Airport,LaFayette,34.6884792,-85.2903319
PHD,Harry Clever Field Airport,New Philadelpha,40.4701667,-81.4199444
UDG,Darlington County Jetport,Darlington,34.4493845,-79.8900608
HXD,Hilton Head Airport,Hilton Head Island,32.2243611,-80.6974722
49A,Gilmer County Airport,Ellijay,34.6282222,-84.5265833
0A9,Elizabethton Municipal Airport,Elizabethton,36.3712222,-82.1734167
06A,Moton Field Municipal Airport,Tuskegee,32.4605722,-85.6800278
DNL,Daniel Field Airport,Augusta,33.4665028,-82.0393808
MRN,Foothills Regional Airport,Morganton,35.8202336,-81.6115119
PBX,Pike County Airport - Hatcher Field,Pikeville,37.5617639,-82.5663889
TOC,Toccoa RG Letourneau Field Airport,Toccoa,34.5928117,-83.2963717
VDF,Tampa Executive Airport,Tampa,28.0139772,-82.3452778
AFW,Fort Worth Alliance Airport,Fort Worth,32.987778,-97.318889
57C,East Troy Municipal Airport,East Troy,42.7971667,-88.3726111
MYF,Montgomery Field,San Diego,32.4759,117.759
LWC,Lawrence Municipal,Lawrence,39.009167,-95.2175
EGT,Wellington Municipal,Wellington,37.39411,-97.423225
6A2,Griffin-Spalding County Airport,Griffin,33.2269722,-84.2749444
PMP,Pompano Beach Airpark,Pompano Beach,26.2471389,-80.1110556
EET,Shelby County Airport,Alabaster,33.1777778,-86.7832222
UMP,Indianapolis Metropolitan Airport,Indianapolis,39.935278,-86.045
LOZ,London-Corbin Airport-MaGee Field,London,37.0868889,-84.0773889
FBG,Fredericksburg Amtrak Station,Fredericksburg,38.298416,-77.456875
RAC,John H. Batten Airport,Racine,42.7605,-87.8152
REI,Redlands Municipal Airport,Redlands,34.08525,-117.146388
49X,Chemehuevi Valley,Chemehuevi Valley,34.528889,-114.431971
RIR,Flabob Airport,Riverside,33.988778,-117.409971
TIW,Tacoma Narrows Airport,Tacoma,47.267944,-122.57811
X39,Tampa North Aero Park,Tampa,28.221278,-82.374555
JKA,Jack Edwards Airport,Gulf Shores,30.2896389,-87.6717778
HZL,Hazleton Municipal,Hazleton,40.989167,-76.0025
CBE,Greater Cumberland Rgnl.,Cumberland,39.615278,-78.760556
LNR,Tri-County Regional Airport,Lone Rock,43.211667,-90.181667
JOT,Regional Airport,Joliet,41.517778,-88.175556
VYS,Illinois Valley Regional,Peru,41.351944,-89.153056
JXN,Reynolds Field,Jackson,42.260556,-84.460556
BBX,Wings Field,Philadelphia,40.1375,-75.265
OBE,County,Okeechobee,27.265833,-80.851111
SEF,Regional - Hendricks AAF,Sebring,27.456389,-81.342222
AVO,Executive,Avon Park,27.591389,-81.528889
GIF,Gilbert Airport,Winter Haven,28.062778,-81.753333
ZPH,Municipal Airport,Zephyrhills,28.228056,-82.155833
OCF,International Airport,Ocala,29.1725,-82.224167
JES,Jesup-Wayne County Airport,Jesup,31.553889,-81.8825
52A,Madison GA Municipal Airport,Madison,33.612125,-83.4604444
CCO,Coweta County Airport,Newnan,33.3115656,-84.7697554
HQU,McDuffie County Airport,Thomson,33.5297315,-82.5169509
AIK,Municipal Airport,Aiken,33.6493889,-81.6850278
CDN,Woodward Field,Camden,34.2835833,-80.5648611
LBT,Municipal Airport,Lumberton,34.6098056,-79.0595556
3J1,Ridgeland Airport,Ridgeland,32.4934167,-80.99175
SOP,Moore County Airport,Pinehurst-Southern Pines,35.2376111,-79.3887958
RCZ,Richmond County Airport,Rockingham,34.8913056,-79.7596111
99N,Bamberg County Airport,Bamberg,33.3045278,-81.1084167
93C,Richland Airport,Richland Center,43.2833575,-90.2982819
Y51,Municipal Airport,Viroqua,43.5793603,-90.8964742
DLL,Baraboo Wisconsin Dells Airport,Baraboo,43.5217843,-89.7709266
7A4,Foster Field,Apple River,42.4664444,-90.1693889
SVH,Regional Airport,Statesville,35.7649958,-80.9538958
C89,Sylvania Airport,Sturtevant,42.70325,-87.9589722
BUU,Municipal Airport,Burlington,42.6907171,-88.3046825
N53,Stroudsburg-Pocono Airport,East Stroudsburg,41.0358717,-75.1606789
70N,Spring Hill Airport,Sterling,41.3473569,-75.4158972
06N,Randall Airport,Middletown,41.431912,-74.3915611
LHV,William T. Piper Mem.,Lock Haven,41.1357778,-77.4223056
29D,Grove City Airport,Grove City,41.1460278,-80.16775
04G,Lansdowne Airport,Youngstown,41.1304722,-80.6195833
3G3,Wadsworth Municipal,Wadsworth,41.0031572,-81.7564401
3G4,Ashland County Airport,Ashland,40.9029722,-82.2556389
4G0,Pittsburgh-Monroeville Airport,Monroeville,40.4526389,-79.7749167
2G9,Somerset County Airport,Somerset,40.0388708,-79.0149951
4G4,Youngstown Elser Metro Airport,Youngstown,40.9617953,-80.6773264
41N,Braceville Airport,Braceville,41.2111675,-80.9692572
LPR,Lorain County Regional Airport,Lorain-Elyria,41.3442778,-82.1776389
7D9,Germack Airport,Geneva,41.7778322,-80.9039797
BKL,Burke Lakefront Airport,Cleveland,41.5175,-81.683333
DKK,Chautauqua County-Dunkirk Airport,Dunkirk,42.4933353,-79.2720417
4G2,Hamburg Inc Airport,Hamburg,42.7008925,-78.9147569
N87,Trenton-Robbinsville Airport,Trenton,40.2139444,-74.6017778
VAY,South Jersey Regional Airport,Mount Holly,39.9428889,-74.84575
7N7,Spitfire Aerodrome,Pedricktown,39.7355633,-75.3977211
LDJ,Linden Airport,Linden,40.6174472,-74.2445942
O03,Morgantown Airport,Morgantown,40.1570414,-75.8704892
0W3,Harford County Airport,Churchville,39.5668378,-76.2024028
ANQ,Tri-State Steuben County Airport,Angola,41.6396983,-85.0834933
C65,Plymouth Municipal Airport,Plymouth,41.3651307,-86.3002574
VNW,Van Wert County Airport,Van Wert,40.8638295,-84.606358
17G,Port Bucyrus-Crawford County Airport,Bucyrus,40.7815556,-82.9748056
X07,Lake Wales Municipal Airport,Lake Wales,27.8938056,-81.6203889
RMY,Brooks Field Airport,Marshall,42.2511932,-84.9554443
GVQ,Genesee County Airport,Batavia,43.03175,-78.1696667
0G7,Finger Lakes Regional Airport,Seneca Falls,42.8835647,-76.7812318
N69,Stormville Airport,Stormville,41.5769708,-73.7323514
4B8,Robertson Field,Plainville,41.6893333,-72.8646944
0G6,Williams County Airport,Bryan,41.4673056,-84.5067778
CLW,Clearwater Air Park,Clearwater,27.9764722,-82.7586667
X49,South Lakeland Airport,Lakeland,27.9333581,-82.0439739
NYC,All Airports,New York,40.714167,-74.005833
CHI,All Airports,Chicago,41.883611,-87.631667
CGX,Meigs Field,Chicago,41.860278,-87.609722
WAS,All Airports,Washington,38.889444,-77.035278
JZP,Pickens County Airport,Jasper,34.4534722,-84.4572222
CRE,Grand Strand Airport,North Myrtle Beach,33.81175,-78.7239444
IGQ,Lansing Municipal,Lansing,41.5349167,-87.5295278
Y72,Bloyer Field,Tomah,43.9762222,-90.4806111
RNM,Ramona Airport,Ramona,33.0391667,-116.91525
OEB,Branch County Memorial Airport,Coldwater,41.9335691,-85.0522935
WBW,Wilkes-Barre Wyoming Valley Airport,Wilkes-Barre,41.2973074,-75.8522405
LNN,Lost Nation Municipal Airport,Willoughby,41.6840278,-81.38975
